,playerID,player_name,predicted WAR_1,actual WAR_1,predicted WAR_2,actual WAR_2,predicted WAR_3,actual WAR_3,start_year,trade_year,from_team,to_team,transaction-ID,rmse_scores_1,rmse_scores_2,rmse_scores_3
0,branyru01 ,"1779    Russell Oles
Name: nameGiven, dtype: object",nan,-0.08,3.34311688312,0.0,2.8387012987,0.0,2011 ,2010.0,CLE,SEA,66832.0,1.4327075715845101,2.3121328735231197,3.2629046884239425
1,gonzaal02 ,"6302    Alexander
Name: nameGiven, dtype: object",nan,1.53,nan,0.17,2.55,-0.98,2011 ,2010.0,TOR,ATL,66833.0,1.4327075715845101,2.3121328735231197,3.2629046884239425
2,escobyu01 ,"4997    Yunel
Name: nameGiven, dtype: object",nan,4.68,1.95833333333,2.89,2.0075,3.22,2011 ,2010.0,ATL,TOR,66833.0,1.4327075715845101,2.3121328735231197,3.2629046884239425
3,reyesjo03 ,"14148    Joseph Albert
Name: nameGiven, dtype: object",-0.145,0.0,0.23,0.0,0.03,0.0,2011 ,2010.0,ATL,TOR,66833.0,1.4327075715845101,2.3121328735231197,3.2629046884239425
4,callaal01 ,"2408    Alberto Jose
Name: nameGiven, dtype: object",nan,3.38,-0.04,3.37,-0.18,0.23,2011 ,2010.0,KCA,ANA,66834.0,1.4327075715845101,2.3121328735231197,3.2629046884239425
5,osullse01 ,"12803    Sean Daniel
Name: nameGiven, dtype: object",0.0,0.01,0.0,0.0,-0.34,0.05,2011 ,2010.0,ANA,KCA,66834.0,1.4327075715845101,2.3121328735231197,3.2629046884239425
6,harenda01 ,"7007    Daniel John
Name: nameGiven, dtype: object",nan,0.07,5.195,-0.07,4.23,0.18,2011 ,2010.0,ARI,ANA,66835.0,1.4327075715845101,2.3121328735231197,3.2629046884239425
7,saundjo01 ,"15034    Joseph Francis
Name: nameGiven, dtype: object",nan,0.26,0.0,-0.1,0.0,-0.06,2011 ,2010.0,ANA,ARI,66835.0,1.4327075715845101,2.3121328735231197,3.2629046884239425
8,rodrira01 ,"14501    Rafael
Name: nameGiven, dtype: object",-0.325,0.0,0.61,0.0,2.29,0.0,2011 ,2010.0,ANA,ARI,66835.0,1.4327075715845101,2.3121328735231197,3.2629046884239425
9,wallabr01 ,"17701    Brett Alexander
Name: nameGiven, dtype: object",nan,0.23,nan,-0.36,nan,-0.25,2011 ,2010.0,TOR,HOU,66837.0,1.4327075715845101,2.3121328735231197,3.2629046884239425
10,reynoma01 ,"14165    Mark Andrew
Name: nameGiven, dtype: object",nan,0.62,nan,0.21,2.13,-1.17,2011 ,2010.0,ARI,BAL,66839.0,1.4327075715845101,2.3121328735231197,3.2629046884239425
11,hernada01 ,"7436    David Jose
Name: nameGiven, dtype: object",1.23,0.04,0.668333333333,0.09,2.136,0.04,2011 ,2010.0,BAL,ARI,66839.0,1.4327075715845101,2.3121328735231197,3.2629046884239425
12,mickoka01 ,"11456    Kameron Kraig
Name: nameGiven, dtype: object",0.216666666667,-0.01,0.152,0.0,0.295,0.0,2011 ,2010.0,BAL,ARI,66839.0,1.4327075715845101,2.3121328735231197,3.2629046884239425
